[4, 10, 22, 26, 29, 40]
[4, 6, 22, 18, 39, 60]
[4, 6, 19, 30, 34, 75]
[3, 7, 15, 27, 33, 79]
[3, 7, 27, 15, 13, 67]
[4, 8, 22, 24, 29, 68]
[3, 7, 24, 15, 13, 76]
[4, 12, 16, 12, 44, 48]
[0, 12, 12, 20, 20, 72]
[1, 5, 13, 25, 11, 95]
[1, 3, 10, 15, 1, 84]
[3, 5, 15, 13, 13, 65]
[4, 12, 10, 20, 14, 108]
[2, 8, 8, 20, 12, 56]
[1, 7, 4, 11, 41, 76]
[1, 13, 13, 29, 31, 73]
[3, 5, 21, 13, 23, 77]
[4, 14, 19, 22, 24, 23]
[1, 11, 1, 19, 31, 35]
[2, 12, 14, 32, 17, 72]
[0, 4, 12, 20, 10, 40]
[3, 5, 15, 29, 43, 101]
[2, 14, 8, 14, 22, 74]
[1, 7, 13, 27, 11, 79]
[2, 14, 14, 26, 37, 68]
[3, 3, 12, 23, 43, 84]
[1, 9, 13, 13, 1, 33]
[3, 15, 3, 15, 23, 87]
[2, 6, 11, 22, 22, 87]
[4, 8, 22, 28, 24, 80]
[3, 7, 24, 11, 3, 76]
[1, 7, 19, 27, 21, 55]
[2, 8, 2, 28, 32, 44]
[1, 15, 22, 15, 11, 84]
[2, 8, 8, 20, 42, 56]
[3, 13, 21, 13, 23, 61]
[2, 6, 14, 14, 12, 54]
[2, 16, 17, 32, 2, 37]
[0, 12, 24, 20, 20, 72]
[0, 14, 6, 14, 30, 50]
[1, 7, 22, 27, 21, 28]
[2, 14, 20, 26, 7, 56]
[1, 13, 7, 17, 1, 31]
[4, 12, 19, 24, 14, 69]
[4, 10, 19, 22, 14, 91]
[1, 9, 13, 17, 1, 39]
[4, 8, 22, 16, 29, 68]
[3, 3, 18, 15, 33, 96]
[0, 12, 9, 24, 40, 93]
[1, 5, 19, 25, 11, 47]
[0, 8, 9, 24, 20, 77]
[1, 15, 19, 23, 21, 75]
[2, 12, 5, 16, 12, 45]
[3, 13, 15, 21, 3, 97]
[2, 6, 20, 18, 27, 60]
[1, 13, 19, 13, 31, 97]
[0, 10, 18, 18, 15, 52]
[1, 5, 7, 17, 11, 83]
[0, 10, 3, 22, 30, 67]
[1, 7, 16, 31, 1, 64]
[1, 15, 10, 23, 41, 72]
[0, 8, 12, 12, 30, 92]
[0, 12, 12, 24, 5, 24]
[2, 10, 14, 30, 22, 82]
[2, 8, 11, 24, 2, 77]
[2, 10, 23, 22, 22, 43]
[1, 7, 7, 23, 1, 67]
[2, 6, 17, 22, 2, 87]
[2, 12, 14, 24, 17, 72]
[3, 7, 27, 23, 33, 67]
[3, 7, 24, 23, 33, 76]
[1, 7, 13, 15, 41, 79]
[4, 14, 10, 30, 24, 50]
[0, 8, 15, 24, 10, 29]
[1, 11, 16, 27, 31, 80]
[1, 13, 13, 29, 41, 85]
[0, 8, 6, 12, 20, 80]
[2, 10, 8, 30, 12, 70]
[0, 10, 15, 14, 10, 55]
[4, 12, 7, 16, 34, 69]
[4, 8, 10, 24, 9, 68]
[0, 10, 9, 30, 30, 79]
[4, 10, 10, 14, 34, 46]
[4, 12, 16, 24, 29, 48]
[2, 8, 11, 24, 32, 77]
[2, 10, 20, 22, 12, 58]
[2, 6, 17, 22, 32, 87]
[3, 15, 9, 15, 33, 87]
[3, 7, 12, 27, 23, 76]
[1, 9, 1, 21, 31, 57]
[2, 6, 26, 26, 17, 60]
[2, 4, 5, 24, 22, 109]
[1, 11, 16, 31, 31, 80]
[2, 10, 8, 30, 42, 70]
[4, 10, 13, 14, 34, 55]
[4, 12, 10, 12, 44, 60]
[1, 11, 13, 15, 21, 71]
[3, 7, 15, 11, 3, 67]
[1, 7, 16, 11, 31, 40]
[2, 10, 20, 22, 42, 58]
[4, 8, 10, 12, 14, 56]
[2, 10, 20, 18, 7, 52]
[0, 14, 18, 26, 15, 56]
[3, 15, 18, 19, 23, 60]
[1, 7, 10, 27, 21, 100]
[3, 11, 21, 23, 13, 71]
[2, 16, 14, 24, 27, 64]
[0, 14, 18, 22, 20, 86]
[1, 3, 19, 23, 11, 63]
[3, 7, 18, 27, 43, 76]
[2, 4, 5, 16, 32, 61]
[2, 8, 5, 32, 42, 77]
[3, 11, 24, 31, 3, 68]
[4, 16, 4, 28, 34, 52]
[2, 6, 14, 26, 27, 108]
[3, 9, 9, 25, 13, 63]
[4, 8, 19, 24, 24, 77]
[4, 4, 19, 24, 44, 61]
[1, 9, 19, 13, 21, 33]
[1, 15, 22, 31, 11, 36]
[2, 14, 8, 30, 32, 50]
[3, 11, 18, 23, 33, 56]
[1, 7, 16, 31, 11, 76]
[1, 13, 13, 21, 1, 49]
[3, 13, 21, 25, 3, 67]
[2, 16, 20, 16, 17, 76]
[4, 8, 10, 16, 9, 68]
[1, 11, 19, 23, 21, 59]
