[2, 10, 2, 26, 17, 46]
[3, 9, 3, 25, 33, 117]
[2, 14, 11, 42, 42, 23]
[3, 7, 15, 11, 23, 61]
[4, 8, 10, 16, 44, 92]
[3, 9, 12, 41, 33, 78]
[1, 15, 13, 35, 51, 45]
[2, 8, 14, 24, 2, 80]
[3, 13, 6, 25, 13, 70]
[5, 11, 5, 27, 35, 89]
[7, 7, 13, 35, 37, 37]
[5, 9, 11, 29, 15, 69]
[4, 10, 16, 18, 29, 82]
[6, 10, 12, 38, 16, 58]
[4, 12, 4, 32, 34, 84]
[5, 7, 5, 11, 5, 49]
[4, 8, 4, 32, 14, 68]
[3, 9, 6, 25, 33, 126]
[3, 15, 3, 15, 23, 87]
[6, 6, 12, 38, 36, 78]
[3, 9, 15, 25, 23, 93]
[7, 9, 13, 29, 27, 45]
[5, 9, 11, 29, 45, 69]
[2, 14, 8, 38, 52, 38]
[6, 12, 12, 32, 6, 60]
[2, 16, 17, 32, 2, 37]
[0, 12, 18, 48, 30, 24]
[3, 15, 3, 27, 53, 69]
[6, 12, 12, 28, 21, 54]
[4, 12, 19, 24, 14, 69]
[4, 8, 7, 16, 24, 77]
[3, 7, 3, 39, 13, 43]
[3, 9, 9, 25, 23, 105]
[6, 12, 6, 24, 36, 84]
[4, 10, 10, 38, 24, 70]
[2, 14, 11, 34, 32, 71]
[4, 12, 7, 40, 24, 57]
[3, 7, 3, 27, 13, 61]
[5, 7, 11, 23, 15, 55]
[0, 10, 6, 30, 40, 58]
[8, 10, 8, 30, 28, 34]
[6, 14, 6, 18, 31, 110]
[7, 9, 13, 21, 27, 69]
[3, 13, 18, 33, 3, 70]
[4, 8, 13, 48, 24, 53]
[7, 9, 10, 29, 7, 114]
[4, 16, 4, 32, 44, 40]
[1, 9, 10, 37, 21, 78]
[3, 9, 9, 21, 23, 117]
[7, 9, 7, 21, 47, 57]
[8, 10, 11, 18, 28, 79]
[5, 7, 17, 43, 15, 49]
[7, 9, 13, 25, 17, 81]
[3, 17, 6, 25, 53, 62]
[5, 7, 17, 35, 35, 37]
[4, 8, 4, 24, 14, 68]
[2, 8, 11, 24, 2, 77]
[4, 10, 10, 26, 29, 94]
[8, 12, 8, 16, 38, 60]
[4, 12, 10, 12, 9, 126]
[4, 10, 10, 42, 19, 58]
[5, 11, 11, 39, 15, 59]
[3, 11, 9, 35, 23, 77]
[5, 7, 11, 35, 15, 73]
[8, 10, 8, 22, 28, 94]
[5, 11, 11, 11, 35, 101]
[2, 10, 8, 30, 12, 70]
[5, 5, 11, 29, 5, 65]
[5, 9, 14, 17, 35, 54]
[2, 12, 2, 28, 37, 42]
[3, 19, 9, 19, 43, 61]
[5, 9, 14, 41, 5, 54]
[1, 11, 19, 47, 11, 47]
